Facility Name,Facility Address,Nitrogen Oxides,PM10,PM2.5,Volatile Organic Compounds
PHILLIPS 66 PIPELINE - DENVER TERMINAL,3960 E 56TH AVE,14.33,0.21,0.192128,215.59
PHILLIPS 66 PIPELINE - LA JUNTA TERMINAL,31601 E US HIGHWAY 50,55.91239,0.315,0.315,88.8
PHILLIPS 66 PIPELINE LLC - CALHAN,32795 HWY 24,49.8,0.21,0.21,0.7
PHILLIPS 66 PIPELINE LLC - CAMPO,CAMPO STATION,49.8,0.21,0.21,0.7
PHILLIPS 66 PIPELINE LLC - KIOWA,7041 COUNTY ROAD 158,41,0.1506,0.1506,8.13
PHILLIPS 66 PIPELINE LLC - NINAVIEW,NINAVIEW STATION,49.8,0.21,0.21,0.647999
PHILLIPS 66 PIPELINE LLC - ORDWAY,NE NE SEC 28 T19S R56W,37.5,0.316175,0.316175,0.3664
PHIPPSBURG,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PHYLCON RANCH,Unknown,0.00294092,0.0107095,0.00738955,0.0068082
PICEANCE BASIN GAS GATH - FLETCHER PLANT,NWNW SEC 3 T1N R100W,45.5602,1.150517,1.150517,60.66733
PICEANCE ENERGY - BRUTON C.S.,SESW SEC 19 T9S R93W,11.353721,0.64,0.64,9.452175
PICEANCE ENERGY; LLC - NORTH VEGA 4B,SWNW SEC 23 T9S R93W,8.011853,0.2,0.2,5.65977
PIKES PEAK PET CREMATORY,2523 DURANGO DR,1.227496,0.856224,0.825569,0.72084
PINE RIVER ANIMAL AFTER CARE,611 E COLORADO DR,0.090246,0.180239,0.180239,0.007605
PINE VIEW,Unknown,0.00279695,0.0101852,0.00702779,0.0064749
PINON CANYON,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
PINYON,Unknown,0.0031577,0.0114989,0.00793423,0.00731003
PIONEER NAT RES - BURRO CANYON CS,NW SW SEC 22 T33S R65W,178.2794,0.06,0.058298,20.231
PIONEER NAT RES - TAMBURELLI CS,SWSE SEC 15 T32S R65W,143.91,1.134,1.134,17.88
PIONEER NAT RES - WIDOW WOMAN C.S,SEC 4 T34S R65W,50.99,1.0986,1.0986,6.65
PIONEER NAT RESOURCES - COTTONTAIL PASS,NWNE SEC 33 T32S R66W,25.49,0.01,0.01,3.35
PIONEER NAT RESOURCES - LORENCITO CS,SW NW SEC 16 T34S R66W,57.51,1.3914,1.3914,22.31
PIONEER NAT RESOURCES - PRIMERO C.S.,SEC 26 T33S R67W,84,1.3272,1.3272,15.2
PIONEER NAT RESOURCES - WET CANYON CS,NW SE SEC 23 T33S R67W,26.135,0.01,0.01,4.988
PIONEER NATURAL RES - LONG CANYON,SEC 7 T34S R64W,26.2416,0.01,0.01,3.3362
PIONEER NATURAL RES- MAXWELL C.S.,SEC 16 T33S R67W,101.97,1.28215,1.28215,14.458486
PIONEER NATURAL RESOURCES; USA - RITA CA,SEC 12 T34S R66W,140.025,2.3388,2.3388,5.0586
PIONEERS,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PLACERVILLE,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PLAINS END; LLC,8950 HIGHWAY 93,18.915,27.816,27.815515,26.149
PLATTE RIVER POWER AUTHORITY - RAWHIDE,2700 E COUNTY ROAD 82,1859.7,191.905,173.100294,39.2625
PLATTE VALLEY AIRPARK,Unknown,0.1657999,0.2879704,0.2213884,0.363724
PLATTE VALLEY MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PLEASANT VALLEY,Unknown,0.00323082,0.0117652,0.00811797,0.00747931
PLEASANT VIEW,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
POINT CREEK,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
POLICE HEADQUARTERS,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
POND'S FIELD,Unknown,0.0031187,0.0113569,0.00783624,0.00721974
PONDEROSA,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PORTER MEMORIAL HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
POUDRE VALLEY HOSP,1024 S LEMAY AVE,16.38714,0.548179,0.54750424,0.598447
POUDRE VALLEY HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
POWDR-COPPER MTN - SOLITUDE INCINERATOR,NWSW SEC 31T6S R78W,0.5355,0.37795,0.306363,0.2514
POWERSECURE - SAM'S CLUB  4745,9601 GRANT ST,2.02826,0.101412,0.101412,0.217492
POWERSECURE - WALMART  0869,3333 CLARK ST,4.75488,0.148592,0.148592,0.16162
POWERSECURE - WALMART  0921,7865 W US HIGHWAY 50,2.02824,0.101412,0.101412,0.217492
POWERSECURE - WALMART  0924,1510 W MAIN ST,4.75492,0.14859,0.14859,0.32324
POWERSECURE - WALMART  0980,3103 S 23RD AVE,4.75488,0.148591,0.148591,0.32324
POWERSECURE - WALMART  1045,745 US HIGHWAY 287,4.75488,0.14859,0.14859,0.32324
POWERSECURE - WALMART  1231,9901 GRANT ST,4.75484,0.148591,0.148591,0.323534
POWERSECURE - WALMART  2752,5990 DAHLIA ST,4.75496,0.14859,0.148587,0.323241
POWERSECURE - WALMART  5049,13420 W COAL MINE AVE,4.75488,0.14859,0.14859,0.32324
POWERSECURE; INC - WHOLE FOODS GENERATOR,17900 E 32ND AVE,2.0144,0.037307,0.037307,0.162304
POWERSECURE; INC. - 9400 E HAMPDEN AVE.,9400 E HAMPDEN AVE,4.75492,0.14,0.14,1.486485
PRECIOUS MEMORIES PET CEMETERY,5815 E STATE HIGHWAY 14,1.04,1.09,0.927973,0.78
PRESBYTERIAN ST LUKES,1719 E 19TH AVE,10.592428,0.806623,0.806435174,0.591248
PRESBYTERIAN/ST LUKE'S MED CTR,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PRIME OPERATING COMPANY - NORTH BONNY,SWSW SEC 30 T4S R43W,15.01,0.2,0.2,0.63
PRIME OPERATING COMPANY - WEYERMAN,NE/4 SEC 13 T5S R44W,35.6,0.22,0.22,1.6
PRIMESTAR SOLAR,19503 E 34TH DR,4.44,0.577909,0.577909,26.112
PROLOGIS- HEADQUARTERS EXPANSION,4555 AIRPORT WAY,0.0624,0.0052,0.0052,0.02028
PROSPECT ENERGY - KWB,NE NW SEC 19 T8N R68W,2.29,0.0068,0.0068,0.03
PROSPECT ENERGY; LLC - MARTINEZ,SWSE SEC 7 T8N R68W,0.112,0.009,0.009,5.92
PROSPECT PEAK,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PROWERS GAS GATHERING; LLC - LAMAR,STATE HWY 196 AT CNTY RD 10,36.11,0.004918,0.004918,0.819993
PROWERS MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PUBLIC SERV - BLUE SPRUCE ENERGY CENTER,1751 N. POWHATON ROAD,55.411,12.048,12.048,1.988
PUBLIC SERV - ROCKY MOUNTAIN ENERGY,6211 COUNTY ROAD 51,81.733,31.8514,28.5663,5.44
PUBLIC SERVICE CO - ARAPAHOE,2601 S PLATTE RIVER DR,1999.37,30.3,16.178082,17.11
PUBLIC SERVICE CO - DEL NORTE STATION,838 COUNTY ROAD 14,6.3,0.06,0.06,1.9
PUBLIC SERVICE CO - MARSHALL COMPRESSOR,SE NW SEC 23 T1S R70W,15.49471,0.21,0.21,1.7898
PUBLIC SERVICE CO - PAGOSA SPRINGS STA,SW NE SEC 12 T36N R1W,0.1,0.00001,0.00001,0.03
PUBLIC SERVICE CO - RIFLE GAS PLANT,SEC 13 T6S R94W,16.98815,0.54993,0.54993,18.29427
PUBLIC SERVICE CO - VALMONT,1800 N 63RD ST,2023.162,29.1245,23.743619,14.7434
PUBLIC SERVICE CO ALAMOSA PLT,8073 ROAD 8 SOUTH,32.98,0.19,0.19,0.21
PUBLIC SERVICE CO ASBURY STATION,SEC 34 T9S R101W,26.78,0.11,0.11,10.67
PUBLIC SERVICE CO BAXTER STATION,NE SW SEC 3 T8S R104W,58.04,0.23,0.23,7.56
PUBLIC SERVICE CO CHALK BLUFFS STA,65200 US HIGHWAY 85,10.8,0.068,0.068,5.33
PUBLIC SERVICE CO CHEROKEE PLT,6198 FRANKLIN STREET,8995.89,202.733,171.971395,64.02
PUBLIC SERVICE CO COMANCHE PLT,2005 LIME RD,4056.8,155.6984,73.500291,137.06153
PUBLIC SERVICE CO DEER CREEK STA,NESE SEC 4 T6S R69W,5.5,0.18,0.18,3.8
PUBLIC SERVICE CO DENVER STEAM PLT,19TH ST AT DELGANY ST,172.47,1.2,1.2,3.36
PUBLIC SERVICE CO FORT SAINT VRAIN PLT,16805 COUNTY ROAD 19.5,425.33,60.42,60.42,32.56
PUBLIC SERVICE CO FRUITA STA,917 CO HWY 340,38.42,0.79,0.3555,0.25
PUBLIC SERVICE CO FT LUPTON STATION,15002 BARLEY AVE/CR 16,21.4,0.2,0.2,0.2175
PUBLIC SERVICE CO GREASEWOOD STATION,9949 COUNTY ROAD 76,24.41,0.05002,0.05002,0.17006
PUBLIC SERVICE CO HAYDEN PLT,13125 US HWY 40,6369.701,144.764,106.690409,43.1
PUBLIC SERVICE CO HUNTER CANYON STA,SEC 30 T8S R100W,16.37,0.2,0.2,0.62
PUBLIC SERVICE CO LOOKOUT CENTER,18201 W 10TH AVE,0.39,0.029,0.027721,0.03
PUBLIC SERVICE CO PAWNEE PLT,14940 COUNTY ROAD 24,3779.42,56.415,42.120991,63.28
PUBLIC SERVICE CO RIFLE COMP STA,LOT 2 SEC 18 T6S R93W,1.1,0.002,0.002,0.04
PUBLIC SERVICE CO ROUNDUP STATION,NW NW SEC 27 T2N R60W,34.63,0.07,0.07,5.972
PUBLIC SERVICE CO STATE PLT,1341 SHERMAN ST,0.17,0.02,0.02,0.027
PUBLIC SERVICE CO WILLIAMS FORK STATION,SEC 23 T2S R78W,12.4,0.006,0.006,0.4
PUBLIC SERVICE CO YOSEMITE STATION,934 COUNTY ROAD 19,58.1271,0.01505,0.012747,31.49963
PUBLIC SERVICE CO ZUNI PLT,1335 ZUNI ST,65.85,0.52,0.52,1.52
PUBLIC SERVICE CO. - WATTENBERG BLENDING,1909 POWHATON RD,22.54,0.0028,0.0028,11.27
PUBLIC SERVICE CO. OF CO. - ORCHARD MESA,C RD AT 34 RD,20.5,0.06,0.06,0.2
PUBLIC SERVICE COMPANY INDIAN VALLEY STA,55305 HIGHWAY 64,25.04,0.66435,0.66435,13.69
PUEBLO,Unknown,199.495,5.49409,5.32927,13.4242
PUEBLO CHEMICAL DEPOT - US ARMY,14 MI E OF PUEBLO ON HWY 50,49.6299,10.5291,9.24708,29.32002
Pueblo Memorial,Unknown,6.971157253,9.859639987,7.280384347,15.24399449
PURGATORY NR ONE,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PWDR-COPPER MOUNTAIN - COPPER MOUNTAIN,209 TEN MILE CIRCLE,17.2032,0.5376,0.5376,0.48384
QEP ENERGY CO - CUTTHROAT 14,SE SW SEC 35 T37N R19W,1.7,0.014235,0.014235,0.5
QEP ENERGY CO - CUTTHROAT 5,SW NE SEC 26 T37N R19W,14.2,0.002672,0.002672,1.154
QEP ENERGY CO - CUTTHROAT 9,SE NW SEC3 T37N R19W,1.7,0.0175,0.0175,1.3
QEP ENERGY CO - Cutthroat Battery A,SWSE sec10 T37N R19W,8.42,0.009285,0.009285,29.227
QEP ENERGY CO - Cutthroat Battery B,SWNE Sec26 T37N R19W,47.194,0.10961,0.10961,47.33651
QEP ENERGY CO - ISLAND BUTTE 3,SESW SEC 7 T38N R19W,30,0.0714,0.0714,2.5
QEP ENERGY CO - ISLAND BUTTE 7AH,NENE SEC 20 T38N R19W,4.15,0.002019,0.002019,0.27
QEP ENERGY CO - ISLAND BUTTE A,SWNW SEC 7 T38N R19W,18.25046,0.055835,0.055835,63.739351
QEP ENERGY CO - SPARGO 1-36,SESW SEC 36 T39N R20W,4.11,0.0383,0.0383,2.09595
QEP ENERGY CO - SPARGO NO 2,SE NW S1 T38N R20W,36.6,0.04899,0.04899,0.3
QEP ENERGY CO. - CUTTHROAT 8,SWSE SEC 26 T37N R19W,2.49255,0.01146,0.01146,0.038201
QEP ENERGY CO. - MCCLEAN BASIN 2,SW NE SEC 15 T37N R19W,13.9,0.0275,0.0275,19.4686
QEP FIELD SERVICES - EAST HIAWATHA CS,SEC 15 T12N R100W,58.72,0.602005,0.602005,31.422
QEP FIELD SERVICES - LION C.S.,NWNW SEC 36 T12N R101W,14.3,0.475,0.475,7.632
QEP FIELD SERVICES - RABBIT MTN STA,SEC 15 T2S R103W,12.8,0.187017,0.187017,9.25
QEP FIELD SERVICES - SUGAR LOAF,SE SE SEC 33 T12N R101W,5.8,0.16575,0.16575,17.925
QEP FIELD SERVICES - W HIAWATHA C. S.,NESW SEC 19 T12N R100W,32.7628,0.38,0.38,31.86618
QG; LLC,380 W 37TH ST,7.35,0.56,0.56,9.076624
QUESTAR - SKULL CREEK DEW POINT PLANT,SW SE SEC 32 T12N R97W,56.46247,0.3644,0.359123,87.09738
QUESTAR E&P - SPARKS RIDGE UNIT 2H,NENW SEC 7 T11N R101W,10.3168,0.02,0.02,27.582433
QUESTAR PIPELINE - RIFLE YARD,NW NW SEC 18 T6S R93W,21.5292,0.575,0.575,6.61628
QUESTAR PIPELINE CO - DARK CANYON,SEC 8 T2S R96W,5.3,0.37,0.37,22.81
QUESTAR PIPELINE CO - GREASEWOOD GULCH,SE SE SEC 5 T2S R96W,51.5572,2.3243,2.3243,22.5034
QUESTAR PIPELINE CO STATE LINE COMP STA,SEC 21 T12N R95W,13.41,0.32,0.32,0.1
QUESTAR PIPELINE PWFC SOUTHSIDE 2/MUSSER,SENW SEC4 T11N R97W,38.54,0.07,0.07,2.147613
QUICKSILVER - CHEROKEE RIDGE 14-34R,SE SEC 14 T12N R95W,2.9,0.2,0.2,6.90007
QUICKSILVER RESOURCES - MOFFAT 1-8,SWSE SEC 8 T9N R94W,5.79,0.21,0.21,9.84446
QUIKRETE- MONARCH MOUNTAIN; SALIDA PLNT,159 COUNTY ROAD 55,2.38,3.333075,3.134429,0.038
QWEST COMMUNICATIONS - NROC,700 W MINERAL AVE,11.7,0.2,0.191177,0.3
QWEST COMMUNICATIONS CORP- CYBERCENTER,9180 COMMERCE CENTER CIR,18.49,0.553,0.528603,0.557
QWEST COMMUNICATIONS INT. - DENVER MAIN,931 14TH ST,32.16428,0.875773,0.855707,0.717239
QWEST CORP - ENGLEWOOD CYBER CENTER,8534 CONCORD CENTER DR,16.24245,0.299795,0.299795,0.653
QWEST CORPORATION- ZUNI D.P.C.,5325 ZUNI STREET,9.179554,0.709101,0.709101,0.536765
RAINBOW BRIDGE PET CREMATORIUM,2105 E 11TH ST,0.1246,0.36225,0.308402,0.0105
RAKHRA MUSHROOM FARM CORP,10719 COUNTY ROAD 5 S,12.2452,1.007642,0.587506,0.124998
RAMPART,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
RAMTRON INTL CORP,1850 RAMTRON DR,0.378,0.0081,0.0081,0.00756
RANCHO DE AEREO,Unknown,0.0039312,0.0143156,0.00987778,0.00910067
Rangely,Unknown,1.62950068,2.79857177,2.15720028,3.562893065
RANGELY CO2/NGL & MAIN WATER PLANT,100 CHEVRON RD,22,1.38,1.325313,147.9
RANGELY DISTRICT HOSPITAL,511 S WHITE AVE,0.00903,0.0105,0.008939,0.0045
RANGELY DISTRICT HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
RASPBERRY,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
RAVEN RIDGE,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
READY MIXED - WEST - ARVADA,5550 SHERIDAN BLVD,0.3,1.97999,0.628115,0.0159
READY MIXED CONCRETE,4395 WASHINGTON ST,0.254976,7.071136,2.093295,0.013888
RECONSERVE OF COLORADO,5801 FRANKLIN ST,0.652393,1.032448,0.115108,35.139247
RED CANYON RANCH,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
RED RIVER RANCH HOLDINGS-RED RIVER RANCH,SE 1/4 SEC13 T35S R68W,35.24963,0.57585,0.57585,32.30004
REDFIELD / BROWN GROUP RETAIL INC,5800 E JEWELL AVE,0.5,1.82066,0.546077,4.4865
REDLANDS,Unknown,0.00280605,0.0102183,0.00705065,0.00649596
REED,Unknown,0.00306442,0.0111592,0.00769986,0.0070941
REED HOLLOW RANCH,Unknown,0.00310245,0.0112977,0.00779541,0.00718212
REGIONAL TRANSPORTATION DISTRICT,1707 EXPOSITION DR,1.2,0.00335,0.00335,0.475
RENTECH ENERGY TECHNOLOGY CENTER; LLC,4150 E 60TH AVE,17.015,12.25786,12.1695325,18.818364
RHOADS,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
RICO,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
RIFLE JUNCTION,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
RIO BLANCO,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
RIO GRANDE COUNTY ROAD DEPT.,18702 COUNTY ROAD 15,0.0572,0.046926,0.010999,0.07568
RIO GRANDE HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
RITCHIE BROS. AUCTIONEERS (AMERICA); INC,SW SW S26 T3N R68W,3.3,2.79,2.159761,38.2
RITZ CARLTON; DENVER,1881 CURTIS ST,18.69236,0.975283,0.962385,0.733655
RIVERSIDE CREMATORY; LLC,203 E SACKETT AVE,1.17,2.08,1.77081,0.1
RME PETROLEUM CO. - MPU 44-25,SE SE SEC 25 T13S R48W,3.7,0.0163,0.0163,0.5
RN INDUSTRIES - PICEANCE CREEK; RANGELY,SEC 20 T2N R96W,5.92128,0.372334,0.372334,240.592486
ROBINSON BRICK CO,1845 W DARTMOUTH AVE,16.15,64.233,35.618195,1.05
ROBINSON DAIRY; INC.,2401 W 6TH AVE,1.15,0.0874,0.0874,0.06325
ROCK CREEK,Unknown,0.00295522,0.0107616,0.00742548,0.0068413
ROCKIES EXPRESS PIPELINE-BIG HOLE STATIO,NENE SEC 33 T11N R94W,12.6,0.69,0.69,4.01
ROCKIES EXPRESS PIPELINE; LLC - MEEKER,NWSW SEC 4 T2S R97W,20.46,1.98,1.98,15.44171
ROCKTENN CP; LLC,5050 E 50TH AVE,1.2,1.5923,1.5923,0.157
ROCKY MOUNTAIN ARSENAL USARMY / FRALEY,"5650 Havana, RMA, Bldg. 128",0.024386,647.151992,647.144264,0.002055
ROCKY MOUNTAIN BOTTLE CO,10619 W 50TH AVE,351.75,32.54728,30.923751,49.02996
ROCKY MOUNTAIN MAT- RED CANON QUARRY,NNE SEC 1 T17S R68W,13.44,11.1886,4.3201,1.54
ROCKY MOUNTAIN MATERIALS & ASPHALT INC,3965 S US HIGHWAY 85-87,8.569,14.2008,11.099406,4.9856
ROCKY MOUNTAIN MATERIALS- PENROSE RANCH,1481 E STATE HIGHWAY 120,19.78,57.3252,18.34667,4.56
ROCKY MOUNTAIN NAT GAS - PICEANCE,SW SE SEC 22 T1N R97W,38.48464,1.3495,1.3495,39.42206
ROCKY MOUNTAIN NATURAL GAS - NORWOOD C.S,NE NE SEC 32 T45N R12W,12.2,0.213,0.213,7.3
ROCKY MOUNTAIN PELLET COMPANY,1000 COUNTY RD 12W,51.87,85.63,39.852786,80.49
ROCKY MOUNTAIN PIPELINE SYSTEM; LLC,1004 S SANTA FE AVE,5,0.68,0.68,43.17729
ROCKY MOUNTAIN PREMIX,2895 CAPITAL DR,7.9,5.19005,2.070017,0.9
ROCKY MOUNTAIN PRESTRESS - PECOS,5801 PECOS ST,2.03938,3.003938,1.027468,0.040555
ROCKY MTN ELEC MOTORS LC (WASROBERTS ELE,819 PITKIN AVE,0.0281,0.0138,0.009442,0.018
ROGERS FAMILY MORTUARY; INC.,205 STATE AVE,0.01,0.1,0.085135,0.15
ROICE-HURST HUMANE SOCIETY,3320 D 1/2 RD,0.075,0.0222,0.0189,0.075
ROMERO FAMILY FUNERAL HOME INC.,110 CLEVELAND ST,0.54,0.13,0.13,0.000805
RON MCLEAN,12900 MURPHY RD,0.1885,0.0075,0.006385,0.0829
RONS FIELD,Unknown,0.00320775,0.0116811,0.00805999,0.00742589
ROSE MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
ROSELAWN CEMETERY ASSOCIATION,1201 20TH LN,0.4895,0.17148,0.14599,0.0645
ROTOR LEASING,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
ROUBIDEAU,Unknown,0.00280605,0.0102183,0.00705065,0.00649596
RTD EAST METRO OPERATING FACILITY,14100 E COLFAX AVE,5.25,0.51,0.51,1.478
RUSSELL STOVER CANDIES,2200 STOVER AVE,2.1814,0.165786,0.165786,0.119977
S F,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
SACRAMENTO,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
SAFER,Unknown,0.00279695,0.0101852,0.00702779,0.0064749
SAFEWAY MILK PLT,4301 FOREST ST,1.8528,0.140813,0.140813,0.347404
SAFEWAY; INC. - DENVER BREAD PLANT,4600 STAPLETON DR S,19.11743,1.680133,1.680133,23.205069
SAGUACHE CNTY ROAD & BRIDGE DEPT,41674 COUNTY ROAD B,6.81993,1.99795,1.99795,0.91026
SAGUACHE MUNI,Unknown,0.00345346,0.00599917,0.00461194,0.00757608
SALIDA HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
SAMSON RESOURCES - SHELL CREEK GAS COND,NE SE SEC 27 T12N R99W,31.29,0.2265,0.2265,1.03
SAMSON RESOURCES - WEST DANFORTH 5A,SEC 4 T3N R95W,6.6,0.02,0.02,0.65225
San Luis Valley Regiona,Unknown,2.478837633,2.308757966,1.90679827,7.762300098
SANDOZ,2555 W MIDWAY BLVD,3.165,0.2397,0.20897,60.50565
SBT PRODUCTION; LLC - LIVESTOCK OASIS,53390 COUNTY ROAD T,0.943364,0.431934,0.367728,0.079498
SCHANTZ AIRSTRIP,Unknown,0.00301372,0.0109746,0.00757247,0.00697673
SCHERLER PRIVATE AIRSTRIP,Unknown,0.0027716,0.0100929,0.00696409,0.00641621
SCHLAGE LOCK CO; LLC - IR SECURITY TECH,3899 HANCOCK EXPY,0.0415,0.324001,0.323343478,2.2665
SCHMIDT CONST CO,1101 TOPEKA BLVD,0.256984,0.469293,0.109991,0.40129
SCHMIDT CONST CO - MENZER,6045 TURKEY CANYON RD,35.99681,59.12827,17.86113,2.90166
SCHMIDT CONST CO - MILLER PIT,43625 COUNTY ROAD 29,7.30296,16.19292,5.31842,0.59616
SCHMIDT CONSTRUCTION CO.-DELTA DRIVE FAC,2635 DELTA DR,22,3.9,0.914063,12.8
SCHRIEVER AIR FORCE BASE,500 NAVSTAR ST,15.226362,0.683135,0.66154369,0.599638
SCHULTE INVESTMENTS (WAS ELSRO INC),114 37TH ST,2.33015,1.006606,0.504081,0.163473
SCI DBA COLO. SPRINGS MORTUARY & CREMATI,3475 ASTROZON CT,0.7098,0.129,0.109824,0.0102
SCIENCE CARE; LLC,19301 E 23RD AVE,0.6,1.3,1.04776,0.6
SE COLORADO HOSPITAL,373 E 10TH AVE,0.006,0.001776,0.001512,0.006
SEABOARD FOODS LLC - HOLYOKE FEEDMILL,SE SEC 11 T7N R45W,6.6,19.07755,12.748316,0.22
SEAGATE TECHNOLOGY,389 DISC DR,7.133557,0.539544,0.539544,0.391335
SERVICE UNIFORM RENTAL,2580 S RARITAN ST,1.075,0.03225,0.03225,0.056975
SG INTEREST - FEDERAL 11-90-24 1,NWSE SEC 24 T11S R90W,0.844898,0.13,0.13,0.59373
SG INTERESTS I - DIVIDE CREEK TREATMENT,SEC 17 T8S R91W,39.906648,1.478608,1.478608,24.138831
SG INTERESTS I LTD - FEDERAL 24-2,SW NE S24 T11S R90W,22.5,0.107,0.107,1.2
SHAULL FARM AIRSTRIP,Unknown,0.00306442,0.0111592,0.00769986,0.0070941
SHIPMAN RANCH,Unknown,0.00280605,0.0102183,0.00705065,0.00649596
SILVER WEST,Unknown,0.02752935,0.0474844,0.0365552,0.0603713
SILVERTON JUNCTION,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
SIMONS,Unknown,0.00365268,0.0133014,0.00917794,0.00845589
SIMONSON FIELD,Unknown,0.00295522,0.0107616,0.00742548,0.0068413
SINTON DAIRY FOODS CO,3801 SINTON RD,4.3,0.33368,0.33368,0.215
SKY HAVEN,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
SKY ISLAND RANCH,Unknown,0.00367315,0.0133759,0.00922938,0.00850329
SKY RIDGE MEDICAL CENTER,10101 RIDGEGATE PKWY,6.75,0.25,0.25,0.14
SKY RIDGE MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
SKYLANE RANCH,Unknown,0.0032812,0.0119486,0.00824455,0.00759593
SKYLINE FUNERAL HOME,1001 TEJON ST,0.801,1.120125,0.95362,0.0675
SKYOTE,Unknown,0.00301405,0.0109758,0.00757329,0.00697748
SKYWAGON RANCH,Unknown,0.00333548,0.0121463,0.00838092,0.00772157
SLS & N,1 STORAGE TEK DR,14.4521,1.634189,0.964987,3.02586
SNAKE RIVER HEALTH SERVICES INC,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
SNO WHITE LINEN & UNIFORM RENTAL INC,110 S 25TH ST,2.0919,0.182884,0.157355,0.17772
SOLVAY CHEMICALS - PARACHUTE,SECS 34 & 35 T6S R96W,2.3047,41.6676,23.556074,2.425637
SOURCEGAS DBA ROCKY MT - COLLBRAN,5895 GROVE CREEK RD,22.817,0.46,0.46,12.504
SOURCEGAS DBA ROCKY MTN -DEBEQUE C S,SEC 6 T8S R97W,28.475,0.591188,0.591188,7.973
SOURCEGAS DBA ROCKY MTN- CRYSTAL RIVER,NE SEC 1 T8S R89W,24.245,0.57152,0.57152,13.61
SOUTHERN STAR CENTRAL GAS PIPELINE - MER,COUNTY ROAD 6 & 10,9.58,0.0415,0.0415,1
SOUTHERN STAR CENTRAL GAS PIPELINE CHEYE,SE SEC 20 T12N R67W,201.2,4,4,10.6
SOUTHERN STAR CENTRAL GAS PIPELINE YUMA,NW NE SEC 24 T3N R48W,209,3,3,11
SOUTHWEST MEMORIAL HOSPITAL,1311 N MILDRED RD,0.09143,0.009143,0.009143,0.001554
SOVEREIGN OP. CO. - NELLIE COPE 1-16,NESW SEC 16 T31S R44W,0.8,0.025,0.025,0.1
SOVEREIGN OP. CO. - WALSH B CS,SEC 29 T31S R44W,20.0062,0.047,0.047,0.404691
SOVEREIGN OP. CO. - WINDMILL SITE,SEC 30 T32S R43W,0.80836,0.025,0.025,0.073487
SP4 WESTMOOR - EMERGENCY GEN,11300 WESTMOOR CIR,0.008488,0.000143,0.000143,0.000386
Spanish Peaks Airfield,Unknown,0.1201097,0.2071121,0.1594518,0.2633944
SPANISH PEAKS REGIONAL HEALTH CENTER,23500 US HIGHWAY 160,1.1725,0.08,0.08,0.08025
SPICKARD FARM,Unknown,0.00365268,0.0133014,0.00917794,0.00845589
SPINDLE HILL ENERGY; LLC,NE SE SEC 33 T2N R67W,118.1,8.9,8.9,2.031107
SPRAGUE,Unknown,0.00376902,0.013725,0.00947028,0.00872523
Springfield Muni,Unknown,0.0878729,0.1515681,0.116683,0.1927033
SPRINGFIELD MUNICIPAL UTILITIES,1241 TIPTON ST,0.1963,0.0134,0.0134,0.0134
SPRINGS GARDEN OF THE GODS,1575 GARDEN OF THE GODS RD,58.1764,2.79067,2.79067,3.60361
ST ANTHONY HOSPITAL CENTRAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
ST ANTHONY NORTH,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
ST ANTHONYS CENTRAL HOSPITAL - CENTURA,4231 W 16TH AVE,10.34245,0.2046,0.176173,0.693305
